property,sentence
1,"On RV32 only, reads of the mcycle, minstret, and mhpmcountern CSRs return the low 32 bits, while reads of the mcycleh, minstreth, and mhpmcounternh CSRs return bits 63-32 of the corresponding counter."
1,"cycle, time, instret, or hpmcountern register while executing in S-mode or U-mode will cause an illegal instruction exception."
1,"As implementations are free to implement WFI as a NOP, software must explicitly check for any relevant pending but disabled interrupts in the code following an WFI, and should loop back to the WFI if no suitable interrupt was detected."
1,"Upon reset, a hart's privilege mode is set to M. The mstatus fields MIE and MPRV are reset to 0."
1,"Generally, different strongly ordered I/O regions can share the same ordering channel without additional ordering hardware if they share the same interconnect path and the path does not reorder requests."
1,"Master-private caches are attached to a single master agent, i.e., one that issues read/write"
1,"If an agent can cache a read-write region that is accessible by other agents, whether caching or non-caching, a cache-coherence scheme is required to avoid use of stale values."
1,"Some read-write regions might only be accessed by a single agent, in which case they can be cached privately by that agent without requiring a coherence scheme."
1,"For each hardware cache-coherent region, the PMA would indicate that the region is coherent and which hardware coherence controller to use if the system has multiple coherence controllers."
1,"PMP checks are applied to all accesses when the hart is running in S or U modes, and for loads and stores when the MPRV bit is set in the mstatus register and the MPP field in the mstatus register contains S or U."
1,"The address must always be at least 4-byte aligned, and the MODE setting may impose additional alignment constraints on the value in the BASE field."
1,"If rs1=x0 and rs2=x0, the fence orders all reads and writes made to any level of the page tables, for all address spaces."
1,"When a virtual page is accessed and the A bit is clear, or is written and the D bit is clear, the implementation sets the corresponding bit in the PTE."
1,"If	pte.a=0, or if the memory access is a store and pte.d=0, either raise a page-fault exception."
1,A larger number of bits might be wired to 1 for an embedded device with fixed interrupt routing.
1,A RISC-V hart can be checked when a software breakpoint instruction is executed.
1,When trigger conditions are foregathered harts will halt and inform the debug module that they have halted.
1,The Debug Module own state and registers should only be reset at power-up and while dmactive in dmcontrol is 0.
1,"The halt state of harts should be sustained across system reset provided that dmactive is 1, although trigger CSRs may be cleared."
1,While ndmreset or any external reset is maintained the only supported DM operation is accessing dmcontrol.
1,"While ndmreset or any external reset is asserted, the only supported DM operation is approaching dmcontrol."
1,While ndmreset or any external reset is avowed the only patronaged DM operation is approaching dmcontrol.
1,The implementation must secure that a write of ndmreset to 1 followed by a write of ndmreset to 0 triggers system reset.
1,The implementation must ascertain that a write of ndmreset to 1 followed by a write of ndmreset to 0 triggers system reset.
1,The implementation must ensure that a write of ndmreset to 1 surveilled by a write of ndmreset to 0 triggers system reset.
1,The implementation must insure that a write of ndmreset to 1 surveilled by a write of ndmreset to 0 triggers system reset.
1,When harts have been readjusted they must set a sticky readjusted state bit.
1,When harts have been readjusted they must pose a sticky readjusted state bit.
1,The havereset bits for the primed harts can be cleared by writing 1 to ackhavereset in dmcontrol.
1,The havereset bits for the selected harts can be cleared by composing 1 to ackhavereset in dmcontrol.
1,The havereset bits may or may not be gained when dmactive is low.
1,"When a hart does out of reset and haltreq or resethaltreq are set, the hart will immediately enter Debug Mode."
1,When a hart comes out of positioned and haltreq or positioned are positioned the hart will immediately enter Debug Mode.
1,When a hart does out of positioned and haltreq or positioned are positioned the hart will immediately participate Debug Mode.
